,Unnamed: 0,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Approx Gpu,Model_x,Benchmark_x,Model_y,Benchmark_y,Cpu percentile,Gpu percentile,Weight percentile,Ram percentile,Size percentile,Pixels,Pixel percentile,Price percentile
59,1000,HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.04,806.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.47156398104265407,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.3033175355450237
60,1008,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.68,889.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.28151658767772514,0.514218009478673,0.10236966824644549,1920,0.5857819905213271,0.3649289099526067
61,1009,Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Quad HD+ 3200x1800,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.4,1150.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.16824644549763032,0.514218009478673,0.10236966824644549,3200,0.9895734597156398,0.5554502369668246
62,1015,HP,ENVY -,Notebook,13.3,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.34,1189.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.13507109004739337,0.514218009478673,0.10236966824644549,1920,0.5857819905213271,0.5734597156398105
63,1043,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63,1080.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.8545023696682464,0.514218009478673,0.928909952606635,1920,0.5857819905213271,0.4947867298578199
64,1044,HP,ProBook 440,Notebook,14.0,1366x768,Core i5 7200U,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.64,973.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.2739336492890995,0.11137440758293839,0.25687203791469193,1366,0.12132701421800947,0.4251184834123223
65,1066,Dell,Inspiron 5578,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,1094.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.7018957345971565,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.5028436018957346
66,1070,HP,250 G5,Notebook,15.6,1366x768,Core i5 7200U,4.0,500GB HDD,Intel HD Graphics 620,No OS,1.96,499.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.4156398104265403,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947,0.07914691943127962
67,1111,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,8.0,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,638.8,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.7407582938388626,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.16966824644549763
68,1153,Dell,Inspiron 5567,Notebook,15.6,1366x768,Core i5 7200U,8.0,1TB HDD,AMD Radeon R7 M445,Windows 10,2.5,784.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.8052132701421801,0.514218009478673,0.5976303317535545,1366,0.12132701421800947,0.2786729857819905
69,1184,Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,1390.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.40568720379146916,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.6758293838862559
